pl_discmethod,pl_pnum,pl_orbper,pl_orbsmaxlim,pl_orbeccen,pl_bmassj,pl_radj,ra,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_angsep,pl_rvamp,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_ratror,pl_disc,pl_locale,st_glon,st_glat,st_elon,st_elat,st_plx,st_pmra,st_pmdec,st_pm,st_radv,st_sp,st_logg,st_lum,st_age,st_vsini,st_colorn
Transit,1,3.22296927,,,,0.158,292.276118,39.550179,956,14.609,5928,1.06,1.08,1,0,0,0,0,0,,,,,1.77,0.016,,0.0145,2016,Space,72.304947,10.257566,306.064073,60.230792,,4.7,-16,16.7,,,4.4,,3.55,,5
Transit,1,4.16809082,,,,0.14,284.582577,39.220204,896,14.801,5643,0.98,0.96,1,0,0,0,0,0,,,,,1.57,0.014,,0.01512,2016,Space,69.449055,15.520838,294.083956,61.44581,,4.7,-5.7,7.4,,,4.47,,4.47,,5
Transit,1,4.51436633,,,,0.167,290.477412,39.732009,1352,14.946,6035,1.15,1.22,1,0,0,0,0,0,,,,,1.87,0.017,,0.01432,2016,Space,71.845676,11.579744,303.482929,60.812632,,-1.3,-2.7,3,,,4.32,,3.31,,5
Transit,2,3.77360059,,,,0.136,294.769908,39.398514,820,14.207,5976,1.03,1.08,1,0,0,0,0,0,,,,,1.53,0.014,,0.01273,2016,Space,73.071713,8.481049,309.605729,59.478415,,-36,-4,36.2,,,4.39,,3.55,,5
Transit,2,8.1818246,,,,0.164,294.769908,39.398514,820,14.207,5976,1.03,1.08,1,0,0,0,0,0,,,,,1.84,0.017,,0.01614,2016,Space,73.071713,8.481049,309.605729,59.478415,,-36,-4,36.2,,,4.39,,3.55,,5
Transit,1,4.48758907,,,,0.112,284.860139,39.240548,649,13.446,6079,1.05,1.15,1,0,0,0,0,0,,,,,1.25,0.011,,0.01013,2016,Space,69.554483,15.330283,294.532412,61.420246,,0.6,-5.8,5.8,,,4.34,,4.37,,5
Transit,1,51.92927591,,,,0.502,294.966046,42.708569,1352,15.897,5602,0.93,0.91,1,0,0,0,0,0,,,,,5.63,0.052,,0.05652,2016,Space,76.0995,9.911271,312.255686,62.533386,,,,,,,4.5,,4.37,,5
Transit,1,0.56785714,,,,0.135,286.887275,42.471256,625,15.055,5039,0.81,0.77,1,0,0,0,0,0,,,,,1.51,0.014,,0.01765,2016,Space,73.257404,15.175728,299.483218,64.191879,,,,,,,4.58,,4.57,,5
Transit,1,6.88337562,,,,0.188,282.332793,42.463825,954,14.931,5698,0.98,0.97,1,0,0,0,0,0,,,,,2.11,0.019,,0.02013,2016,Space,71.950883,18.29337,291.864408,64.969782,,,,,,,4.46,,4.68,,5
Transit,3,9.77,,,,0.252,282.232525,43.665627,365,15.777,4648,,0.59,1,0,0,0,0,0,,,,,2.83,0.026,,,2012,Space,73.114016,18.776625,292.285693,66.161143,,2,-8,8.2,,6,4.72,,,,5
Transit,3,20.09,,,,0.211,282.232525,43.665627,365,15.777,4648,,0.59,1,0,0,0,0,0,,,,,2.36,0.022,,,2012,Space,73.114016,18.776625,292.285693,66.161143,,2,-8,8.2,,6,4.72,,,,5
Transit,3,5.169796,0,,,0.173,282.232525,43.665627,365,15.777,4648,,0.59,1,0,0,0,0,0,1.40E-01,,,,1.94,0.018,,,2014,Space,73.114016,18.776625,292.285693,66.161143,,2,-8,8.2,,6,4.72,,,,5
Transit,1,11.29695137,,,,0.152,295.054286,42.756847,1122,14.788,6037,1.07,1.11,1,0,0,0,0,0,,,,,1.7,0.016,,0.01445,2016,Space,76.173641,9.876672,312.424769,62.554697,,,,,,,4.38,,3.47,,5
Transit,1,5.62153941,,,,0.113,294.985491,42.727669,577,13.687,5732,0.99,0.97,1,0,0,0,0,0,,,,,1.27,0.012,,0.01195,2016,Space,76.123425,9.907605,312.299624,62.545971,,,,,,,4.46,,4.17,,5
Transit,1,7.1396941,,,,0.184,295.926094,45.383862,1346,15.906,5596,0.92,0.9,1,0,0,0,0,0,,,,,2.06,0.019,,0.02147,2016,Space,78.828558,10.559807,316.014092,64.736241,,,,,,,4.5,,4.37,,5
Transit,1,18.7546998,,,,0.18,290.479954,45.6007,421,15.473,4339,0.64,0.62,1,0,0,0,0,0,,,,,2.02,0.019,,0.02967,2016,Space,77.293286,14.076597,307.663632,66.382423,,,,,,,4.67,,3.72,,5
Transit,1,13.32388301,,,,0.18,287.054516,45.180374,620,15.931,4554,0.7,0.66,1,0,0,0,0,0,,,,,2.02,0.019,,0.02757,2016,Space,75.899562,16.114255,301.593296,66.758741,,,,,,,4.64,,2.69,,5
Transit,1,11.41909375,,,,0.249,283.574233,45.734802,2011,15.965,5954,1.08,1.11,1,0,0,0,0,0,,,,,2.79,0.026,,0.0228,2016,Space,75.510957,18.589771,295.882086,67.958088,,,,,,,4.38,,3.63,,5
Transit,1,11.36112327,,,,0.244,287.452778,45.704399,1003,14.63,5895,1.03,1.04,1,0,0,0,0,0,,,,,2.73,0.025,,0.02416,2016,Space,76.51477,16.057176,302.678135,67.174107,,,,,,,4.41,,4.27,,5
Transit,1,16.56059504,,,,0.228,285.24667,45.950195,846,15.198,5403,0.85,0.81,1,0,0,0,0,0,,,,,2.56,0.023,,0.02902,2016,Space,76.154825,17.575313,299.02178,67.8592,,,,,,,4.56,,3.98,,5
Transit,1,15.74957994,,,,0.244,285.435512,45.976021,1210,15.3,5770,0.98,0.96,1,0,0,0,0,0,,,,,2.73,0.025,,0.02557,2016,Space,76.229829,17.462253,299.375272,67.847355,,,,,,,4.46,,4.17,,5
Transit,1,37.8144514,,,,0.229,291.074676,45.242584,833,13.601,6058,1.22,1.31,1,0,0,0,0,0,,,,,2.57,0.024,,0.0184,2016,Space,77.138849,13.547448,308.321959,65.901182,,,,,,,4.29,,2.82,,5
Transit,5,8.726,,,,0.199,298.252049,40.496077,1066,14.764,6031,,1.17,1,0,0,0,0,0,,,,,2.23,0.021,,,2012,Space,75.353813,6.688651,315.295155,59.571801,,4.4,-3.2,5.4,,,4.32,,,,5
Transit,5,12.883,,,,0.211,298.252049,40.496077,1066,14.764,6031,,1.17,1,0,0,0,0,0,,,,,2.36,0.022,,,2012,Space,75.353813,6.688651,315.295155,59.571801,,4.4,-3.2,5.4,,,4.32,,,,5
Transit,5,4.224537,0,,,0.123,298.252049,40.496077,1066,14.764,6031,,1.17,1,0,0,0,0,0,4.88E-02,,,,1.38,0.013,,,2014,Space,75.353813,6.688651,315.295155,59.571801,,4.4,-3.2,5.4,,,4.32,,,,5
Transit,5,27.434389,0,,,0.232,298.252049,40.496077,1066,14.764,6031,,1.17,1,0,0,0,0,0,1.70E-01,,,,2.6,0.024,,,2014,Space,75.353813,6.688651,315.295155,59.571801,,4.4,-3.2,5.4,,,4.32,,,,5
Transit,5,44.552169,0,,,0.196,298.252049,40.496077,1066,14.764,6031,,1.17,1,0,0,0,0,0,2.34E-01,,,,2.2,0.02,,,2014,Space,75.353813,6.688651,315.295155,59.571801,,4.4,-3.2,5.4,,,4.32,,,,5
Transit,1,2.49577962,,,,1.523,296.507394,49.457291,778,14.152,5920,1.04,1.06,1,0,0,0,0,0,,,,,17.07,0.156,,0.14821,2016,Space,82.686033,12.123074,321.422642,68.216804,,,,,,,4.41,,3.89,,5
Transit,1,124.4198398,,,,0.467,284.251306,48.809612,1052,15.74,5324,0.85,0.81,1,0,0,0,0,0,,,,,5.23,0.048,,0.05938,2016,Space,78.732607,19.202294,299.522461,70.791606,,,,,,,4.56,,4.47,,5
Transit,1,1.21956827,,,,0.143,292.328581,49.653538,552,15.127,4848,0.78,0.73,1,0,0,0,0,0,,,,,1.6,0.015,,0.02025,2016,Space,81.63099,14.63942,314.962359,69.630616,,,,,,,4.6,,4.37,,5
Transit,1,2.05387982,,,,0.231,296.321994,48.971478,1247,15.269,5830,1.02,1.03,1,0,0,0,0,0,,,,,2.59,0.024,,0.02342,2016,Space,82.188788,12.003787,320.523067,67.846077,,,,,,,4.42,,4.17,,5
Transit,1,2.61302086,,,,0.15,287.857729,48.774113,394,15.84,4128,0.59,0.57,1,0,0,0,0,0,,,,,1.68,0.015,,0.02704,2016,Space,79.585527,16.968944,306.178815,69.979617,,,,,,,4.7,,3.8,,5
Transit,1,0.92785982,,,,0.182,290.957565,49.203812,471,14.631,4913,0.79,0.75,1,0,0,0,0,0,,,,,2.04,0.019,,0.0245,2016,Space,80.825316,15.265081,312.096617,69.598321,,,,,,,4.59,,4.79,,5
Transit,1,19.80792185,,,,0.221,287.057016,49.046021,1233,15.65,5579,0.94,0.91,1,0,0,0,0,0,,,,,2.48,0.023,,0.02474,2016,Space,79.646062,17.55847,305.007528,70.41948,,,,,,,4.5,,4.37,,5
Transit,1,2.3432319,,,,0.105,283.504798,49.451015,529,14.782,4940,0.83,0.77,1,0,0,0,0,0,,,,,1.18,0.011,,0.0144,2016,Space,79.20457,19.874719,298.664005,71.548737,,-2,-10,10.2,,,4.58,,3.89,,5
Transit,1,6.91134416,,,,0.152,293.288273,48.811619,797,14.056,5695,1.01,1.2,1,0,0,0,0,0,,,,,1.7,0.016,,0.01336,2016,Space,81.121982,13.713159,315.525635,68.600468,,,,,,,4.28,,8.32,,5
Transit,1,394.6244904,,,,0.637,290.851779,48.521339,747,12.849,6059,1.23,1.64,1,0,0,0,0,0,,,,,7.14,0.065,,0.0401,2016,Space,80.150348,15.050185,311.140855,69.001244,,,,,,,4.1,,3.98,,5
Transit,4,8.306,,,,0.176,290.973429,45.290318,789,14.779,5436,,0.89,1,0,0,0,0,0,,,,,1.97,0.018,,,2012,Space,77.152381,13.632203,308.199224,65.970836,,,,,,,4.49,,,,5
Transit,4,12.513,,,,0.194,290.973429,45.290318,789,14.779,5436,,0.89,1,0,0,0,0,0,,,,,2.18,0.02,,,2012,Space,77.152381,13.632203,308.199224,65.970836,,,,,,,4.49,,,,5
Transit,4,17.91323,0,,,0.107,290.973429,45.290318,789,14.779,5436,,0.89,1,0,0,0,0,0,1.65E-01,,,,1.2,0.011,,,2014,Space,77.152381,13.632203,308.199224,65.970836,,,,,,,4.49,,,,5
Transit,4,25.216751,0,,,0.113,290.973429,45.290318,789,14.779,5436,,0.89,1,0,0,0,0,0,2.07E-01,,,,1.27,0.012,,,2014,Space,77.152381,13.632203,308.199224,65.970836,,,,,,,4.49,,,,5
Transit,1,7.19303878,,,,0.159,293.084462,48.57539,1535,15.451,5932,1.06,1.09,1,0,0,0,0,0,,,,,1.78,0.016,,0.01528,2016,Space,80.842821,13.732078,314.917517,68.444489,,,,,,,4.39,,3.89,,5
Transit,1,8.50699658,,,,0.15,294.680286,49.14016,869,15.135,5455,0.89,0.85,1,0,0,0,0,0,,,,,1.68,0.015,,0.01787,2016,Space,81.839077,13.037863,318.163599,68.491235,,,,,,,4.53,,4.47,,5
Transit,1,44.9309804,,,,0.227,297.391593,48.560692,854,13.949,6100,1.19,1.16,1,0,0,0,0,0,,,,,2.54,0.023,,0.0204,2016,Space,82.158863,11.188369,321.645621,67.152349,,,,,,,4.38,,1.48,,5
Transit,1,7.16892463,,,,0.151,283.936824,49.110325,610,12.32,6350,1.3,1.55,1,0,0,0,0,0,,,,,1.69,0.015,,0.01005,2016,Space,78.960375,19.497049,299.191754,71.140077,,,,,,,4.17,,2.69,,5
Transit,1,2.14463285,,,,1.492,293.351293,43.13464,741,13.48,6179,1.17,1.27,1,0,0,0,0,0,,,,,16.72,0.153,,0.12077,2016,Space,75.93045,11.157091,310.163258,63.354421,,,,,,,4.29,,3.02,,5
Transit,1,7.8866311,,,,0.745,295.09499,43.537586,1043,15.014,5835,1.03,1.03,1,0,0,0,0,0,,,,,8.35,0.077,,0.07448,2016,Space,76.888211,10.216327,313.120207,63.268958,,,,,,,4.42,,4.17,,5
Transit,1,8.02768059,,,,0.83,289.603836,46.314953,1175,15.57,5535,0.96,0.93,1,0,0,0,0,0,,,,,9.3,0.085,,0.09183,2016,Space,77.708218,14.924964,306.840422,67.263422,,,,,,,4.49,,4.27,,5
Transit,1,85.35129427,,,,0.607,294.632389,43.400467,1039,15.061,5773,0.99,0.99,1,0,0,0,0,0,,,,,6.8,0.062,,0.06337,2016,Space,76.605906,10.449534,312.314009,63.266499,,,,,,,4.45,,4.27,,5
Transit,1,76.13602028,,,,0.434,288.848631,51.209049,296,12.45,5653,0.96,0.91,1,0,0,0,0,0,,,,,4.87,0.045,,0.04928,2016,Space,82.197473,17.291677,310.867613,71.981348,,,,,,,4.5,,3.39,,5
Transit,1,20.38177573,,,,0.276,286.741873,43.190108,915,15.887,5020,0.81,0.77,1,0,0,0,0,0,,,,,3.09,0.028,,0.03675,2016,Space,73.900712,15.554319,299.692194,64.913029,,2,8,8.2,,,4.59,,4.57,,5
Transit,1,5.10137945,,,,0.289,295.577265,46.254742,1295,15.455,5836,1.04,1.06,1,0,0,0,0,0,,,,,3.24,0.03,,0.02796,2016,Space,79.49597,11.182657,316.340815,65.629958,,,,,,,4.4,,4.27,,5
Transit,1,3.94963138,,,,0.203,292.353929,46.22628,806,15.623,5047,0.82,0.78,1,0,0,0,0,0,,,,,2.28,0.021,,0.02666,2016,Space,78.445333,13.161433,311.271202,66.491453,,,,,,,4.58,,4.47,,5
Transit,1,3.14866453,,,,0.197,297.779266,46.492741,806,15.297,5333,0.88,0.84,1,0,0,0,0,0,,,,,2.21,0.02,,0.0238,2016,Space,80.445336,9.960464,319.884595,65.192851,,,,,,,4.54,,4.79,,5
Transit,1,15.59461874,,,,0.259,297.664523,43.248962,1145,15.43,5678,0.96,0.95,1,0,0,0,0,0,,,,,2.9,0.027,,0.02832,2016,Space,77.541184,8.440329,316.641844,62.281466,,,,,,,4.46,,3.8,,5
Transit,1,5.83376092,,,,0.214,285.057092,46.320675,1573,15.776,5754,1,1,1,0,0,0,0,0,,,,,2.4,0.022,,0.0216,2016,Space,76.468399,17.830806,298.959945,68.251602,,,,,,,4.44,,4.68,,5
Transit,1,14.16399294,,,,0.222,297.724283,43.527435,664,14.48,5570,0.93,0.92,1,0,0,0,0,0,,,,,2.49,0.023,,0.02499,2016,Space,77.80776,8.539924,316.967655,62.519478,,,,,,,4.49,,4.27,,5
Transit,1,2.61703254,,,,0.145,290.122337,43.08556,690,15.835,4751,0.75,0.71,1,0,0,0,0,0,,,,,1.63,0.015,,0.02093,2016,Space,74.832265,13.256262,305.103597,64.092454,,,,,,,4.62,,4.27,,5
Transit,1,150.242127,,,,0.414,287.285313,51.249981,824,14.827,5541,0.92,0.91,1,0,0,0,0,0,,,,,4.64,0.043,,0.04702,2016,Space,81.86132,18.217691,307.991459,72.413786,,,,,,,4.49,,5.89,,5
Transit,1,5.03251791,,,,0.183,282.363512,46.67524,1269,15.695,5614,0.93,0.89,1,0,0,0,0,0,,,,,2.05,0.019,,0.02058,2016,Space,76.151386,19.694495,294.288648,69.074386,,,,,,,4.51,,3.89,,5
Transit,1,40.4287755,,,,0.322,289.424591,50.994122,957,14.982,5664,0.97,0.95,1,0,0,0,0,0,,,,,3.61,0.033,,0.03547,2016,Space,82.132693,16.875549,311.632667,71.635005,,,,,,,4.47,,4.79,,5
Transit,2,114.73635,0,0.036,1.02,1.204,297.916877,46.96513,1525,14.6,5600,1.1,1.82,1,0,0,0,0,0,3.15E-01,,1.02,324.2,13.49,0.124,57.4,0.06855,2013,Space,80.910876,10.108453,320.593184,65.573553,,,,,-9.35,,3.96,,7.5,4.3,5
Transit,2,191.2318,0,0.039,0.02,0.548,297.916877,46.96513,1525,14.6,5600,1.1,1.82,1,0,0,0,0,0,4.43E-01,,0.02,6.4,6.14,0.056,80.7,0.03123,2013,Space,80.910876,10.108453,320.593184,65.573553,,,,,-9.35,,3.96,,7.5,4.3,5
Transit,1,21.3587621,,,,0.248,295.402544,50.478634,1231,15.259,5857,1.01,1.02,1,0,0,0,0,0,,,,,2.78,0.025,,0.02462,2016,Space,83.281932,13.223122,321.062707,69.45423,,,,,,,4.43,,3.8,,5
Transit,1,22.0459018,,,,0.334,294.52711,43.36816,1695,15.689,5993,1.11,1.14,1,0,0,0,0,0,,,,,3.74,0.034,,0.03026,2016,Space,76.540742,10.502372,312.129434,63.264599,,,,,,,4.37,,3.47,,5
Transit,1,2.57885507,,,,0.178,295.417461,43.60564,1114,15.106,5902,1.05,1.08,1,0,0,0,0,0,,,,,1.99,0.018,,0.01717,2016,Space,77.060652,10.04197,313.658094,63.24387,,,,,,,4.4,,4.17,,5
Transit,1,20.5533844,,,,0.335,296.403212,51.271339,1397,14.829,6163,1.18,1.27,1,0,0,0,0,0,,,,,3.75,0.034,,0.02676,2016,Space,84.301848,13.022019,323.773352,69.825519,,,,,,,4.29,,2.95,,5
Transit,1,40.0686727,,,,0.352,294.95686,43.014328,1072,14.683,6020,1.09,1.13,1,0,0,0,0,0,,,,,3.94,0.036,,0.0315,2016,Space,76.370621,10.060393,312.485652,62.820426,,,,,,,4.37,,3.31,,5
Transit,1,27.5073799,,,,0.259,297.3013,43.141888,1244,15.219,5958,1.06,1.11,1,0,0,0,0,0,,,,,2.9,0.027,,0.02376,2016,Space,77.315256,8.618268,316.027839,62.287602,,,,,,,4.38,,3.39,,5
Transit,1,5.14438011,,,,0.128,283.478199,43.383781,735,15.369,5060,0.81,0.77,1,0,0,0,0,0,,,,,1.43,0.013,,0.01658,2016,Space,73.166976,17.83181,294.297387,65.690067,,,,,,,4.58,,5.25,,5
Transit,1,18.45847097,,,,0.189,289.859129,46.522667,572,14.516,5261,0.85,0.81,1,0,0,0,0,0,,,,,2.12,0.019,,0.02436,2016,Space,77.97849,14.848198,307.456222,67.396796,,,,,,,4.56,,4.57,,5
Transit,1,25.9422033,,,,0.172,285.296197,46.603439,567,14.817,5044,0.81,0.77,1,0,0,0,0,0,,,,,1.93,0.018,,0.0225,2016,Space,76.807592,17.778004,299.605077,68.476333,,,,,,,4.58,,4.57,,5
Transit,1,33.3855938,,,,0.229,295.806573,50.909798,772,14.264,5792,1.02,1.02,1,0,0,0,0,0,,,,,2.57,0.024,,0.02276,2016,Space,83.795838,13.190128,322.309878,69.70333,,,,,,,4.42,,4.27,,5
Transit,1,7.71468975,,,,0.237,281.971245,43.672771,673,12.082,6761,1.46,1.74,1,0,0,0,0,0,,,,,2.66,0.024,,0.01357,2016,Space,73.053216,18.95679,291.831396,66.207165,,,,,,,4.12,,1.66,,5
Transit,1,4.44448017,,,,0.159,288.992588,46.670753,1364,15.216,5961,1.06,1.09,1,0,0,0,0,0,,,,,1.78,0.016,,0.0146,2016,Space,77.871529,15.45301,306.127036,67.742138,,,,,,,4.39,,3.8,,5
Transit,1,3.98953967,,,,0.11,294.649885,43.335587,525,14.083,5476,0.9,0.87,1,0,0,0,0,0,,,,,1.23,0.011,,0.01263,2016,Space,76.553465,10.408167,312.287212,63.201495,,,,,,,4.52,,4.57,,5
Transit,1,12.98495573,,,,0.159,286.433673,50.300327,549,13.029,6116,1.06,1.09,1,0,0,0,0,0,,,,,1.78,0.016,,0.01479,2016,Space,80.724986,18.384755,305.211658,71.735383,,,,,,,4.4,,3.02,,5
Transit,1,5.69919514,,,,0.11,292.584443,49.923161,420,13.069,5715,1,0.94,1,0,0,0,0,0,,,,,1.23,0.011,,0.01165,2016,Space,81.955625,14.603215,315.73152,69.800562,,,,,,,4.49,,2.45,,5
Transit,1,18.11472949,,,,0.223,288.661559,49.737206,632,12.841,6187,1.21,1.35,1,0,0,0,0,0,,,,,2.5,0.023,,0.01664,2016,Space,80.724625,16.846556,308.686854,70.679885,,,,,,,4.26,,3.16,,5
Transit,1,6.24146367,,,,0.136,286.271745,43.595234,857,13.939,6098,1.1,1.16,1,0,0,0,0,0,,,,,1.52,0.014,,0.01203,2016,Space,74.152718,16.025516,299.168442,65.395114,,,,,,,4.35,,3.39,,5
Transit,2,20.42228798,,,,0.164,290.090807,39.816989,831,13.47,6194,1.19,1.29,1,0,0,0,0,0,,,,,1.84,0.017,,0.01263,2016,Space,71.79248,11.88437,302.946645,60.978364,,-14.4,-3,14.7,,,4.29,,3.09,,5
Transit,2,7.63846023,,,,0.101,290.090807,39.816989,831,13.47,6194,1.19,1.29,1,0,0,0,0,0,,,,,1.13,0.01,,0.00819,2016,Space,71.79248,11.88437,302.946645,60.978364,,-14.4,-3,14.7,,,4.29,,3.09,,5
Transit,1,70.6979061,,,,0.157,295.521206,49.738632,413,13.046,5875,0.97,0.9,1,0,0,0,0,0,,,,,1.76,0.016,,0.01802,2016,Space,82.640216,12.820005,320.254316,68.768418,,,,,,,4.52,,1.48,,5
Transit,1,3.744439,,,,0.097,291.467319,50.759489,513,12.71,5961,1.14,1.25,1,0,0,0,0,0,,,,,1.09,0.01,,0.00791,2016,Space,82.437894,15.598661,314.934078,70.866267,,6,14,15.2,,,4.3,,3.98,,5
Transit,1,52.75875577,,,,0.793,288.435745,43.763496,1387,15.182,5954,1.09,1.13,1,0,0,0,0,0,,,,,8.89,0.081,,0.07171,2016,Space,74.949212,14.651637,302.868307,65.112892,,,,,,,4.37,,3.63,,5
Transit,1,53.44945593,,,,0.572,291.083797,40.355255,1372,15.287,5887,1.06,1.07,1,0,0,0,0,0,,,,,6.41,0.059,,0.05528,2016,Space,72.624745,11.434361,304.775425,61.273482,,,,,,,4.41,,3.55,,5
Transit,1,13.7521072,,,,0.251,283.129641,43.888241,640,15.587,4747,0.75,0.72,1,0,0,0,0,0,,,,,2.81,0.026,,0.03574,2016,Space,73.570136,18.245529,293.972212,66.238315,,,,,,,4.61,,5.01,,5
Transit,1,6.33855761,,,,0.27,284.963031,43.913006,1216,15.182,5820,1,0.99,1,0,0,0,0,0,,,,,3.03,0.028,,0.0284,2016,Space,74.090866,17.021021,297.153033,65.947668,,,,,,,4.45,,3.8,,5
Transit,1,9.803224,,,,0.248,288.734088,46.939396,1090,15.439,5603,0.87,0.85,1,0,0,0,0,0,,,,,2.78,0.025,,0.0298,2016,Space,78.055347,15.721575,305.929145,68.05508,,,,,,,4.53,,4.27,,5
Transit,1,2.80624233,,,,0.137,289.290653,51.408891,516,15.988,4315,0.65,0.61,1,0,0,0,0,0,,,,,1.54,0.014,,0.02311,2016,Space,82.500295,17.111106,311.951744,72.046331,,-10,32,33.5,,,4.67,,2.63,,5
Transit,1,144.547396,,,,0.226,282.439182,43.734486,896,15.481,5262,0.84,0.81,1,0,0,0,0,0,,,,,2.53,0.023,,0.02949,2016,Space,73.236306,18.659795,292.683214,66.197024,,,,,,,4.56,,5.01,,5
Transit,1,8.0472642,,,,0.213,290.586837,51.69582,1147,15.068,5839,1.03,1.04,1,0,0,0,0,0,,,,,2.39,0.022,,0.02113,2016,Space,83.101654,16.478295,314.702738,71.950362,,,,,,,4.41,,4.37,,5
Transit,1,5.8706191,,,,0.133,286.585389,46.87093,479,15.961,4223,0.65,0.62,1,0,0,0,0,0,,,,,1.49,0.014,,0.02215,2016,Space,77.40578,17.052466,302.12087,68.468634,,,,,,,4.66,,3.98,,5
Transit,1,19.17891293,,,,0.239,297.48258,40.68078,1038,15.401,5595,0.93,0.91,1,0,0,0,0,0,,,,,2.68,0.025,,0.02669,2016,Space,75.220661,7.28706,314.352129,59.959215,,-6.3,-13.1,14.5,,,4.49,,4.07,,5
Transit,3,19.24,0,0.15,0.252,0.842,285.573981,38.400892,650,13.803,5777,1.07,1.02,1,1,0,0,0,0,2.15E-01,,0.252,80.09,9.438,0.087,,0.07885,2010,Space,68.980134,14.489872,295.279241,60.480645,,5.6,-12.5,13.7,,,4.49,,1,1.9,5
Transit,3,38.91,0,0.13,0.171,0.823,285.573981,38.400892,650,13.803,5777,1.07,1.02,1,1,0,0,0,0,3.46E-01,,0.171,54.347,9.225,0.085,,0.07708,2010,Space,68.980134,14.489872,295.279241,60.480645,,5.6,-12.5,13.7,,,4.49,,1,1.9,5
Transit,3,1.592851,0,,,0.146,285.573981,38.400892,650,13.803,5777,1.07,1.02,1,1,0,0,0,0,4.20E-02,,,,1.64,0.015,5.54,0.0147,2010,Space,68.980134,14.489872,295.279241,60.480645,,5.6,-12.5,13.7,,,4.49,,1,1.9,5
Transit,1,6.9913086,,,,0.186,296.177297,46.99902,505,14.94,4836,0.78,0.73,1,0,0,0,0,0,,,,,2.08,0.019,,0.02611,2016,Space,80.362985,11.166571,318.027537,66.128643,,,,,-18.32,,4.6,,4.57,5.2,5
Transit,1,3.51749439,,,,0.122,291.152951,40.887497,241,14.699,4184,0.59,0.57,1,0,0,0,0,0,,,,,1.37,0.013,,0.02165,2016,Space,73.136496,11.620392,305.215886,61.765339,,,,,,,4.7,,3.8,,5
Transit,1,40.1099547,,,,0.227,289.731692,46.953823,904,14.904,5647,0.95,0.93,1,0,0,0,0,0,,,,,2.54,0.023,,0.02512,2016,Space,78.350091,15.102474,307.642196,67.830969,,,,,,,4.49,,4.37,,5
Transit,2,10.3507721,,,,0.179,288.771018,40.664176,829,14.659,5682,0.98,0.97,1,0,0,0,0,0,,,,,2.01,0.018,,0.01874,2016,Space,72.140977,13.155927,301.409577,62.071872,,-2.5,-2,3.2,,,4.46,,4.79,,5
Transit,2,62.9228557,,,,0.226,288.771018,40.664176,829,14.659,5682,0.98,0.97,1,0,0,0,0,0,,,,,2.53,0.023,,0.02396,2016,Space,72.140977,13.155927,301.409577,62.071872,,-2.5,-2,3.2,,,4.46,,4.79,,5
Transit,1,3.02166863,,,,0.158,288.822916,40.389049,1151,14.429,6160,1.16,1.25,1,0,0,0,0,0,,,,,1.77,0.016,,0.0125,2016,Space,71.90118,13.005282,301.330946,61.796404,,-9.7,-2.4,10,,,4.31,,3.02,,5
Transit,1,5.08274652,,,,0.126,290.051123,46.713375,521,13.984,5461,0.95,0.86,1,0,0,0,0,0,,,,,1.41,0.013,,0.01521,2016,Space,78.214191,14.805269,307.95421,67.528432,,,,,,,4.55,,1.66,,5
Transit,1,41.6979976,,,,0.188,291.405561,40.125487,758,13.956,6035,1.06,1.02,1,0,0,0,0,0,,,,,2.11,0.019,,0.0189,2016,Space,72.524701,11.112657,305.118861,60.980874,,-3.6,-19.8,20.1,,,4.45,,1.86,,5
Transit,1,15.86621821,,,,0.107,285.476589,41.63274,352,11.049,6106,1.08,1.38,1,0,0,0,0,0,,,,,1.2,0.011,,0.00816,2016,Space,72.034255,15.816798,296.696422,63.644643,,,,,,,4.19,,5.37,,5
Transit,1,1.34059747,,,,0.109,295.322517,39.376484,250,11.524,5973,1.11,1.12,1,0,0,0,0,0,,,,,1.22,0.011,,0.00956,2016,Space,73.257851,8.095084,310.383146,59.316347,,8.8,-8.1,12,,,4.38,,3.02,,5
Transit,1,13.93290318,,,,0.131,289.506358,45.370998,318,11.538,6154,1.17,1.23,1,0,0,0,0,0,,,,,1.47,0.013,,0.01068,2016,Space,76.787404,14.604277,305.865812,66.398163,,,,,,,4.33,,2.88,,5
Transit,1,6.24658,0,,0.81,1.367,285.672872,44.116734,1030,12.495,4550,1.31,6.3,1,0,0,0,1,0,7.10E-02,70,0.81,257.4423,15.323,0.14,2.496,0.02181,2013,Space,74.486053,16.622261,298.49386,66.012701,,,,,-62.01,5.3,2.95,,,6.8,5
Transit,1,2.36436901,,,,0.073,296.047358,42.743006,402,11.6,6230,1.26,1.5,1,0,0,0,0,0,,,,,0.82,0.008,,0.00492,2016,Space,76.511903,9.228056,313.876392,62.271677,,-12,-12.7,17.5,,,4.19,,3.39,,5
Transit,1,20.310501,,,,0.232,298.589186,40.750689,567,11.855,6112,1.34,1.99,1,0,0,0,0,0,,,,,2.6,0.024,,0.01188,2016,Space,75.70515,6.59634,315.953313,59.712021,,1.1,-2.1,2.4,,,3.97,,3.55,,5
