pl_discmethod,pl_disc,pl_locale,st_dist,st_optmag,st_teff,st_mass,st_rad,st_logg,st_metfe,st_vsini,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse
Transit,2014,Space,330,14.023,4890,0.77,0.73,4.61,-0.03,2,7.406114,0.0684,0,
Transit,2016,Space,330,14.023,4890,0.77,0.73,4.61,-0.03,2,21.803855,0.1405,0.12,
Transit,2016,Space,330,14.023,4890,0.77,0.73,4.61,-0.03,2,1071.23228,1.89,0.062,
Transit,2014,Space,1476,14.606,6282,,1.11,4.42,,,4.425391,0.056,,
Transit,2014,Space,1476,14.606,6282,,1.11,4.42,,,13.193242,0.116,,
Transit,2014,Space,434,14.194,4997,,0.76,4.58,,,3.250619,0.04,,
Transit,2014,Space,434,14.194,4997,,0.76,4.58,,,6.195469,0.062,,
Transit,2014,Space,434,14.194,4997,,0.76,4.58,,,8.348125,0.075,,
Transit,2014,Space,434,14.194,4997,,0.76,4.58,,,13.767102,0.105,,
Transit,2014,Space,434,14.194,4997,,0.76,4.58,,,87.090195,0.359,,
Transit,2011,Space,800,14.141,5781,1.16,1.05,4.53,0.26,6,1.4857108,0.02591,0.011,778.65
Transit,2014,Space,743,14.387,5679,,1.03,4.45,,,7.930592,0.08,,
Transit,2014,Space,743,14.387,5679,,1.03,4.45,,,16.665863,0.131,,
Transit,2014,Space,1026,14.883,5642,,0.84,4.57,,,4.166972,0.05,,
Transit,2014,Space,1026,14.883,5642,,0.84,4.57,,,11.463462,0.098,,
Transit,2014,Space,1026,14.883,5642,,0.84,4.57,,,39.595519,0.223,,
Transit,2014,Space,796,14.532,5526,,1.08,4.38,,,2.940309,0.04,,
Transit,2014,Space,796,14.532,5526,,1.08,4.38,,,6.388996,0.068,,
Transit,2014,Space,796,14.532,5526,,1.08,4.38,,,14.627119,0.118,,
Transit,2014,Space,796,14.532,5526,,1.08,4.38,,,35.118736,0.211,,
Transit,2014,Space,810,14.209,6031,,0.95,4.4,,,4.263742,0.048,,
Transit,2014,Space,810,14.209,6031,,0.95,4.4,,,8.005777,0.074,,
Transit,2014,Space,371,14.287,4880,,0.62,4.68,,,13.98179,0.1,,
Transit,2014,Space,371,14.287,4880,,0.62,4.68,,,44.000529,0.214,,
Transit,2014,Space,371,14.287,4880,,0.62,4.68,,,247.35373,0.677,,
Transit,2014,Space,1279,14.939,6064,,1.01,4.47,,,11.903515,0.105,,
Transit,2014,Space,1279,14.939,6064,,1.01,4.47,,,34.035257,0.213,,
Transit,2014,Space,564,14.55,5232,,0.89,4.47,,,5.433074,0.058,,
Transit,2014,Space,564,14.55,5232,,0.89,4.47,,,12.759712,0.102,,
Transit,2014,Space,564,14.55,5232,,0.89,4.47,,,25.751974,0.163,,
Transit,2016,Space,564,14.55,5232,,0.89,4.47,,,51.16579,,,
Transit,2013,Space,1068,15,5942,,1.05,4.42,,,36.855,,,2
Transit,2013,Space,1068,15,5942,,1.05,4.42,,,49.412,,,7.5
Transit,2014,Space,741,14.598,5676,,1.07,4.33,,,9.576694,0.085,,
Transit,2014,Space,741,14.598,5676,,1.07,4.33,,,20.552802,0.142,,
Transit,2014,Space,741,14.598,5676,,1.07,4.33,,,96.678988,0.397,,
Transit,2014,Space,660,14.613,5302,,0.76,4.61,,3,2.735926,0.036,,
Transit,2014,Space,660,14.613,5302,,0.76,4.61,,3,6.40013,0.064,,
Transit,2011,Space,507,13.549,5345,0.97,1.11,4.31,0.19,4,3.504725,0.0447,0,6.9
Transit,2011,Space,507,13.549,5345,0.97,1.11,4.31,0.19,4,7.64159,0.0752,0,17.3
Transit,2011,Space,507,13.549,5345,0.97,1.11,4.31,0.19,4,14.85888,0.1172,0,16.4
Transit,2014,Space,675,14.35,5731,,1.06,4.34,,,13.817124,0.109,,
Transit,2014,Space,675,14.35,5731,,1.06,4.34,,,41.885775,0.229,,
Transit,2014,Space,667,14.707,5333,,0.75,4.62,,,3.137873,0.04,,
Transit,2014,Space,667,14.707,5333,,0.75,4.62,,,4.302149,0.049,,
Transit,2014,Space,1409,14.896,6250,,1.15,4.4,,,9.825792,0.096,,
Transit,2014,Space,1409,14.896,6250,,1.15,4.4,,,20.684342,0.157,,
Transit,2014,Space,1015,14.943,5888,,0.96,4.5,,,5.687945,0.064,,
Transit,2014,Space,1015,14.943,5888,,0.96,4.5,,,11.637071,0.103,,
Transit,2014,Space,716,14.338,5788,,0.87,4.51,,,10.687576,0.092,,
Transit,2014,Space,716,14.338,5788,,0.87,4.51,,,20.303005,0.141,,
Transit,2014,Space,716,14.338,5788,,0.87,4.51,,,29.022358,0.179,,
Transit,2014,Space,511,14.458,5208,,0.81,4.54,,,1.6329,0.026,,
Transit,2014,Space,511,14.458,5208,,0.81,4.54,,,20.729042,0.139,,
Transit,2014,Space,172,14.625,3755,0.54,0.52,4.74,-0.26,,3.8867907,0.0343,,
Transit,2014,Space,172,14.625,3755,0.54,0.52,4.74,-0.26,,7.267302,0.0451,,
Transit,2014,Space,172,14.625,3755,0.54,0.52,4.74,-0.26,,13.342996,0.0781,,
Transit,2014,Space,172,14.625,3755,0.54,0.52,4.74,-0.26,,22.407704,0.11,,
Transit,2014,Space,172,14.625,3755,0.54,0.52,4.74,-0.26,,129.9441,0.432,0.04,
Transit,2014,Space,867,14.173,6105,,1.29,4.27,,,4.938864,0.059,,
Transit,2014,Space,867,14.173,6105,,1.29,4.27,,,10.640263,0.099,,
Transit,2014,Space,896,14.674,6021,,1.14,4.35,,6.3,2.061897,0.032,,
Transit,2014,Space,896,14.674,6021,,1.14,4.35,,6.3,5.996553,0.066,,
Transit,2014,Space,618,14.859,5235,,0.75,4.62,,,10.399931,0.088,,
Transit,2014,Space,618,14.859,5235,,0.75,4.62,,,20.134866,0.137,,
Transit,2011,Space,2119,11.898,5544,0.94,0.86,4.51,-0.08,2,9.28716,,0.12,8.4
TransitTimingVariations,2011,Space,2119,11.898,5544,0.94,0.86,4.51,-0.08,2,28.731,,0.21,13.1
RadialVelocity,2017,Ground,2119,11.898,5544,0.94,0.86,4.51,-0.08,2,62.95,,0.05,22.5
Transit,2014,Space,455,14.137,5106,,0.8,4.56,,,2.019999,0.03,,
Transit,2014,Space,455,14.137,5106,,0.8,4.56,,,3.763024,0.045,,
Transit,2014,Space,626,14.808,5282,,0.79,4.59,,,9.939632,0.087,,
Transit,2014,Space,626,14.808,5282,,0.79,4.59,,,17.738506,0.128,,
Transit,2016,Space,626,14.808,5282,,0.79,4.59,,,5.94504102,,,
Transit,2014,Space,616,14.129,5479,,1.01,4.43,,,9.926746,0.09,,
Transit,2014,Space,616,14.129,5479,,1.01,4.43,,,21.2234,0.15,,
Transit,2016,Space,616,14.129,5479,,1.01,4.43,,,6.47027579,,,
Transit,2014,Space,1196,14.615,6335,,1.15,4.4,,,11.38848,0.106,,
Transit,2014,Space,1196,14.615,6335,,1.15,4.4,,,50.697494,0.286,,
Transit,2014,Space,1218,14.915,6089,,1.02,4.42,,,2.092281,0.032,,
Transit,2014,Space,1218,14.915,6089,,1.02,4.42,,,17.308032,0.131,,
Transit,2014,Space,1218,14.915,6089,,1.02,4.42,,,52.814973,0.275,,
Transit,2014,Space,649,14.813,5329,,0.78,4.6,,,8.307872,0.077,,
Transit,2014,Space,649,14.813,5329,,0.78,4.6,,,34.096863,0.197,,
Transit,2014,Space,452,14.157,5128,,0.78,4.57,,,20.739886,0.138,,
Transit,2014,Space,452,14.157,5128,,0.78,4.57,,,47.427737,0.24,,
Transit,2014,Space,341,11.811,6004,,1.12,4.3,,,5.599308,0.06,,
Transit,2014,Space,341,11.811,6004,,1.12,4.3,,,10.349695,0.09,,
Transit,2014,Space,341,11.811,6004,,1.12,4.3,,,15.677563,0.119,,
Transit,2014,Space,341,11.811,6004,,1.12,4.3,,,25.209715,0.164,,
Transit,2014,Space,512,13.597,5574,,0.94,4.47,,,17.790037,0.131,,
Transit,2014,Space,512,13.597,5574,,0.94,4.47,,,49.567416,0.259,,
Transit,2016,Space,512,13.597,5574,,0.94,4.47,,,1.31184443,,,
Transit,2014,Space,493,13.595,5644,,0.97,4.44,,,23.637604,0.158,,
Transit,2014,Space,493,13.595,5644,,0.97,4.44,,,67.093408,0.316,,
Transit,2011,Space,290,12.51,5495,0.95,0.96,4.45,0.07,2,3.69611525,0.0463,0.03,9.7
Transit,2011,Space,290,12.51,5495,0.95,0.96,4.45,0.07,2,10.85409089,0.0949,0.16,12.75
Transit,2011,Space,290,12.51,5495,0.95,0.96,4.45,0.07,2,77.61130017,0.3506,,10.07
Transit,2011,Space,290,12.51,5495,0.95,0.96,4.45,0.07,2,6.09852281,0.0639,,
Transit,2011,Space,290,12.51,5495,0.95,0.96,4.45,0.07,2,19.57758478,0.1396,,
RadialVelocity,2016,Ground,290,12.51,5495,0.95,0.96,4.45,0.07,2,34.94,0.2055,0.15,19.96
Transit,2014,Space,658,13.984,5678,,0.94,4.45,,,8.594805,0.08,,
Transit,2014,Space,658,13.984,5678,,0.94,4.45,,,10.222157,0.09,,
Transit,2014,Space,613,13.004,6065,,1.23,4.29,,,25.672083,0.175,,
Transit,2014,Space,613,13.004,6065,,1.23,4.29,,,151.884058,0.573,,
Transit,2014,Space,302,13.872,4668,,0.67,4.65,,,4.069427,0.045,,
Transit,2014,Space,302,13.872,4668,,0.67,4.65,,,16.282493,0.113,,
Transit,2014,Space,697,13.989,5821,,1.11,4.36,,,3.162697,0.043,,
Transit,2014,Space,697,13.989,5821,,1.11,4.36,,,5.370647,0.061,,
Transit,2014,Space,697,13.989,5821,,1.11,4.36,,,11.32972,0.1,,
Transit,2014,Space,769,13.909,5812,,1.24,4.27,,,14.400974,0.117,,
Transit,2014,Space,769,13.909,5812,,1.24,4.27,,,25.660593,0.173,,
Transit,2014,Space,150,13.506,4321,,0.55,4.74,,,2.75564,0.032,,
Transit,2014,Space,150,13.506,4321,,0.55,4.74,,,20.306546,0.122,,
Transit,2014,Space,617,13.484,5764,,1.19,4.31,,,7.781987,0.078,,
Transit,2014,Space,617,13.484,5764,,1.19,4.31,,,13.137471,0.111,,
Transit,2014,Space,617,13.484,5764,,1.19,4.31,,,23.44281,0.163,,
Transit,2014,Space,760,13.182,5920,,1.59,4.13,,,1.611865,0.029,,
Transit,2014,Space,760,13.182,5920,,1.59,4.13,,,3.071571,0.044,,
Transit,2014,Space,760,13.182,5920,,1.59,4.13,,,5.868075,0.068,,
Transit,2014,Space,856,13.749,6092,,1.31,4.26,,,4.22864,0.054,,
Transit,2014,Space,856,13.749,6092,,1.31,4.26,,,7.466623,0.079,,
Transit,2014,Space,856,13.749,6092,,1.31,4.26,,,11.131786,0.103,,
Transit,2014,Space,856,13.749,6092,,1.31,4.26,,,16.259458,0.132,,
Transit,2014,Space,584,13.998,5513,,0.94,4.47,,,16.087845,0.122,,
Transit,2014,Space,584,13.998,5513,,0.94,4.47,,,41.749882,0.231,,
Transit,2012,Space,113,8.25,6305,1.41,1.9,4.03,-0.03,8.4,2.78578,0.042717,0.02,5.08
Transit,2014,Space,242,13.822,4559,,0.65,4.66,,,2.453234,0.032,,
Transit,2014,Space,242,13.822,4559,,0.65,4.66,,,7.972513,0.07,,
Transit,2014,Space,322,13.283,5123,,0.82,4.55,,,4.138575,0.048,,
Transit,2014,Space,322,13.283,5123,,0.82,4.55,,,6.04045,0.062,,
Transit,2014,Space,597,13.178,5852,,1.46,4.18,,,16.257582,0.133,,
Transit,2014,Space,597,13.178,5852,,1.46,4.18,,,31.805174,0.207,,
Transit,2014,Space,578,13.648,5696,,1.2,4.31,,,2.46236,0.036,,
Transit,2014,Space,578,13.648,5696,,1.2,4.31,,,4.822962,0.057,,
Transit,2014,Space,804,13.949,6169,,1.35,4.25,,,15.660544,0.13,,
Transit,2014,Space,804,13.949,6169,,1.35,4.25,,,28.7798,0.194,,
Transit,2014,Space,467,13.58,5739,,1.03,4.36,,,9.360672,0.084,,
Transit,2014,Space,467,13.58,5739,,1.03,4.36,,,14.667108,0.113,,
Transit,2014,Space,467,13.58,5739,,1.03,4.36,,,30.864423,0.185,,
Transit,2014,Space,467,13.58,5739,,1.03,4.36,,,68.16101,0.314,,
Transit,2014,Space,913,13.998,6091,,1.26,4.28,,,7.693641,0.079,,
Transit,2014,Space,913,13.998,6091,,1.26,4.28,,,17.406669,0.136,,
Transit,2014,Space,1066,13.294,6171,,1.8,4.03,,,5.374943,0.065,,
Transit,2014,Space,1066,13.294,6171,,1.8,4.03,,,8.586004,0.089,,
Transit,2016,Space,1066,13.294,6171,,1.8,4.03,,,3.88689525,,,
Transit,2014,Space,636,13.967,5502,,1.06,4.39,,,3.619337,0.046,,
Transit,2014,Space,636,13.967,5502,,1.06,4.39,,,44.699576,0.248,,
Transit,2016,Space,636,13.967,5502,,1.06,4.39,,,124.5244647,,,
Transit,2014,Space,946,13.764,5786,,1.49,4.16,,,4.585512,0.057,,
Transit,2014,Space,946,13.764,5786,,1.49,4.16,,,22.714613,0.165,,
Transit,2014,Space,946,13.764,5786,,1.49,4.16,,,47.903645,0.272,,
Transit,2011,Space,190,11.664,5518,0.97,0.98,4.44,-0.29,0.6,289.8623,0.849,0,36
Transit,2014,Space,154,13.177,4632,,0.67,4.65,,,4.159807,0.046,,
Transit,2014,Space,154,13.177,4632,,0.67,4.65,,,9.034199,0.076,,
Transit,2014,Space,154,13.177,4632,,0.67,4.65,,,28.122397,0.163,,
Transit,2014,Space,154,13.177,4632,,0.67,4.65,,,45.902733,0.226,,
Transit,2014,Space,414,13.749,5243,,0.82,4.54,,,2.795906,0.037,,
Transit,2014,Space,414,13.749,5243,,0.82,4.54,,,5.690586,0.059,,
Transit,2014,Space,414,13.749,5243,,0.82,4.54,,,10.04156,0.087,,
Transit,2014,Space,414,13.749,5243,,0.82,4.54,,,18.369917,0.13,,
Transit,2014,Space,781,15.063,5433,,0.87,4.55,,,3.936981,0.048,,
Transit,2014,Space,781,15.063,5433,,0.87,4.55,,,10.08881,0.091,,
Transit,2014,Space,781,15.063,5433,,0.87,4.55,,,28.081912,0.18,,
Transit,2014,Space,1135,15.344,,1.12,1.72,,,,7.38449,,0.078,7.4
Transit,2014,Space,1135,15.344,,1.12,1.72,,,,9.84564,,0.15,5.1
Transit,2014,Space,1135,15.344,,1.12,1.72,,,,14.78869,,0.037,8
Transit,2014,Space,1135,15.344,,1.12,1.72,,,,19.72567,,0.051,4.8
Transit,2014,Space,783,15.644,5018,,0.68,4.64,,,3.132924,0.038,,
Transit,2014,Space,783,15.644,5018,,0.68,4.64,,,5.925003,0.058,,
Transit,2014,Space,783,15.644,5018,,0.68,4.64,,,11.349393,0.089,,
Transit,2014,Space,783,15.644,5018,,0.68,4.64,,,18.643577,0.124,,
Transit,2014,Space,498,15.962,3682,,0.48,4.78,,,6.738975,0.056,,
Transit,2014,Space,498,15.962,3682,,0.48,4.78,,,18.794234,0.111,,
Transit,2014,Space,966,15.416,5571,,0.8,4.59,,,3.940997,0.047,,
Transit,2014,Space,966,15.416,5571,,0.8,4.59,,,5.349555,0.058,,
Transit,2014,Space,966,15.416,5571,,0.8,4.59,,,8.109044,0.076,,
Transit,2014,Space,1095,15.347,5854,,1.09,4.4,,,9.488015,0.09,,
Transit,2014,Space,1095,15.347,5854,,1.09,4.4,,,54.418694,0.29,,
Transit,2014,Space,1307,15.714,6043,,1.01,4.47,,,2.566546,0.038,,
Transit,2014,Space,1307,15.714,6043,,1.01,4.47,,,4.134444,0.052,,
Transit,2014,Space,1307,15.714,6043,,1.01,4.47,,,11.094286,0.101,,
Transit,2014,Space,877,15.841,5120,,0.73,4.63,,,6.252972,0.062,,
Transit,2014,Space,877,15.841,5120,,0.73,4.63,,,16.068638,0.117,,
Transit,2014,Space,877,15.841,5120,,0.73,4.63,,,41.194912,0.22,,
Transit,2011,Space,800,13.438,5828,,1.55,4.09,,,7.1073,0.075,,254.3
Transit,2011,Space,800,13.438,5828,,1.55,4.09,,,10.7421,0.099,,858.1
Transit,2014,Space,800,13.438,5828,,1.55,4.09,,,15.274299,0.124,,
Transit,2014,Space,775,15.082,5588,,0.82,4.55,,,32.625555,0.191,,
Transit,2014,Space,775,15.082,5588,,0.82,4.55,,,91.773242,0.38,,
Transit,2014,Space,325,15.385,3767,,0.49,4.78,,,10.065275,0.074,,
Transit,2014,Space,325,15.385,3767,,0.49,4.78,,,19.271566,0.114,,
Transit,2014,Space,1155,15.367,5847,,0.97,4.5,,,4.431222,0.054,,
Transit,2014,Space,1155,15.367,5847,,0.97,4.5,,,11.379349,0.101,,
Transit,2014,Space,825,15.339,5360,,0.76,4.61,,,8.472382,0.077,,
Transit,2014,Space,825,15.339,5360,,0.76,4.61,,,60.418955,0.287,,
Transit,2014,Space,1651,15.541,6224,,1.11,4.42,,,2.711506,0.04,,
Transit,2014,Space,1651,15.541,6224,,1.11,4.42,,,7.21205,0.077,,
Transit,2014,Space,369,15.954,4255,,0.55,4.73,,,3.340222,0.037,,
Transit,2014,Space,369,15.954,4255,,0.55,4.73,,,7.824904,0.065,,
Transit,2014,Space,369,15.954,4255,,0.55,4.73,,,20.060548,0.122,,
Transit,2014,Space,369,15.954,4255,,0.55,4.73,,,46.183669,0.213,,
Transit,2014,Space,265,15.414,3750,,0.51,4.75,,,8.295611,0.065,,
Transit,2014,Space,265,15.414,3750,,0.51,4.75,,,23.968127,0.132,,
Transit,2014,Space,647,15.289,4861,,0.72,4.58,,,4.715106,0.05,,
Transit,2014,Space,647,15.289,4861,,0.72,4.58,,,8.103636,0.071,,
Transit,2014,Space,1369,15.084,5751,,1.43,4.19,,,2.090876,0.034,,
Transit,2014,Space,1369,15.084,5751,,1.43,4.19,,,6.155557,0.069,,
Transit,2014,Space,1369,15.084,5751,,1.43,4.19,,,13.233549,0.115,,
Transit,2013,Space,1369,15.084,5751,,1.43,4.19,,,23.654,,,169.7
Transit,2013,Space,1369,15.084,5751,,1.43,4.19,,,50.447,,,13.5
Transit,2014,Space,658,15.208,4914,,0.76,4.58,,,11.763051,0.095,,
Transit,2014,Space,658,15.208,4914,,0.76,4.58,,,56.228098,0.268,,
Transit,2011,Space,1200,14.925,5897,,1.29,4.2,,,8.1453,0.08,,508.5
Transit,2011,Space,1200,14.925,5897,,1.29,4.2,,,12.3335,0.106,,508.5
Transit,2014,Space,1200,14.925,5897,,1.29,4.2,,,4.244384,0.051,,
Transit,2014,Space,1200,14.925,5897,,1.29,4.2,,,18.998355,0.138,,
Transit,2014,Space,738,15.66,4985,,0.74,4.63,,,4.144495,0.048,,
Transit,2014,Space,738,15.66,4985,,0.74,4.63,,,7.953528,0.074,,
Transit,2014,Space,512,15.389,4699,,0.67,4.63,,,12.718092,0.094,,
Transit,2014,Space,512,15.389,4699,,0.67,4.63,,,36.065978,0.189,,
Transit,2014,Space,670,15.376,5020,,0.85,4.49,,,8.20395,0.075,,
Transit,2014,Space,670,15.376,5020,,0.85,4.49,,,14.496481,0.109,,
Transit,2014,Space,669,15.086,5228,,0.84,4.57,,,5.715442,0.062,,
Transit,2014,Space,669,15.086,5228,,0.84,4.57,,,20.026218,0.142,,
Transit,2014,Space,928,15.604,5554,,0.8,4.58,,,4.311792,0.05,,
Transit,2014,Space,928,15.604,5554,,0.8,4.58,,,9.767292,0.087,,
Transit,2014,Space,928,15.604,5554,,0.8,4.58,,,20.050401,0.14,,
Transit,2014,Space,866,15.599,5100,,0.8,4.56,,,7.49019,0.071,,
Transit,2014,Space,866,15.599,5100,,0.8,4.56,,,17.460812,0.124,,
Transit,2014,Space,866,15.599,5100,,0.8,4.56,,,36.277108,0.202,,
Transit,2016,Space,866,15.599,5100,,0.8,4.56,,,3.21982106,,,
Transit,2014,Space,736,15.024,5206,,0.83,4.56,,,4.60182,0.052,,
Transit,2014,Space,736,15.024,5206,,0.83,4.56,,,11.187161,0.095,,
Transit,2014,Space,667,15.067,5100,,0.77,4.61,,,3.33616,0.042,,
Transit,2014,Space,667,15.067,5100,,0.77,4.61,,,9.439452,0.084,,
Transit,2014,Space,667,15.067,5100,,0.77,4.61,,,20.477912,0.14,,
Transit,2014,Space,800,15.258,5190,,0.83,4.57,,,6.308205,0.066,,
Transit,2014,Space,800,15.258,5190,,0.83,4.57,,,16.239494,0.123,,
Transit,2014,Space,133,15.234,3568,,0.48,4.78,,,3.306539,0.035,,
Transit,2014,Space,133,15.234,3568,,0.48,4.78,,,7.113702,0.058,,
Transit,2014,Space,133,15.234,3568,,0.48,4.78,,,15.368459,0.097,,
Transit,2011,Space,254.26,10.734,6270,1.19,1.31,4.28,-0.04,9.5,6.2385,,,9.6
Transit,2011,Space,254.26,10.734,6270,1.19,1.31,4.28,-0.04,9.5,12.7204,,,24.6
RadialVelocity,2014,Ground,254.26,10.734,6270,1.19,1.31,4.28,-0.04,9.5,123,,,89.9
Transit,2014,Space,788,15.46,5160,,0.81,4.57,,,4.148141,0.048,,
Transit,2014,Space,788,15.46,5160,,0.81,4.57,,,7.156804,0.069,,
Transit,2014,Space,788,15.46,5160,,0.81,4.57,,,17.648312,0.127,,
Transit,2014,Space,1014,15.223,5526,,0.89,4.49,,,4.790936,0.053,,
Transit,2014,Space,1014,15.223,5526,,0.89,4.49,,,16.514043,0.122,,
Transit,2014,Space,1014,15.223,5526,,0.89,4.49,,,30.133001,0.182,,
Transit,2014,Space,1014,15.223,5526,,0.89,4.49,,,99.640161,0.404,,
Transit,2014,Space,391,15.058,4208,,0.55,4.72,,,6.668391,0.058,,
Transit,2014,Space,391,15.058,4208,,0.55,4.72,,,10.848463,0.08,,
Transit,2014,Space,849,15.532,5208,,0.79,4.59,,,3.783986,0.046,,
Transit,2014,Space,849,15.532,5208,,0.79,4.59,,,10.281951,0.089,,
Transit,2014,Space,849,15.532,5208,,0.79,4.59,,,18.119869,0.13,,
Transit,2014,Space,1366,15.843,5957,,0.91,4.52,,,5.826662,0.064,,
Transit,2014,Space,1366,15.843,5957,,0.91,4.52,,,12.412183,0.105,,
Transit,2014,Space,1366,15.843,5957,,0.91,4.52,,,18.746477,0.139,,
Transit,2014,Space,1011,15.596,5573,,0.93,4.52,,,5.714606,0.063,,
Transit,2014,Space,1011,15.596,5573,,0.93,4.52,,,9.946047,0.092,,
Transit,2016,Space,1011,15.596,5573,,0.93,4.52,,,1.04562266,,,
Transit,2014,Space,1181,15.065,5551,,1.3,4.22,,,1.620493,0.027,,
Transit,2014,Space,1181,15.065,5551,,1.3,4.22,,,3.38802,0.045,,
Transit,2014,Space,1181,15.065,5551,,1.3,4.22,,,5.839172,0.064,,
Transit,2014,Space,1181,15.065,5551,,1.3,4.22,,,10.681572,0.096,,
Transit,2014,Space,775,15.471,5180,,1.04,4.36,,,2.382667,0.034,,
Transit,2014,Space,775,15.471,5180,,1.04,4.36,,,6.581484,0.066,,
Transit,2014,Space,775,15.471,5180,,1.04,4.36,,,24.664551,0.16,,
Transit,2014,Space,592,15.223,4942,,0.92,4.44,,,13.19722,0.103,,
Transit,2014,Space,592,15.223,4942,,0.92,4.44,,,33.653079,0.193,,
Transit,2014,Space,1014,15.219,5938,,0.9,4.53,,,8.115317,0.079,,
Transit,2014,Space,1014,15.219,5938,,0.9,4.53,,,36.924931,0.217,,
Transit,2011,Space,339,15.473,3914,0.54,0.51,,-0.13,1.9,12.28,,,5.12
Transit,2011,Space,339,15.473,3914,0.54,0.51,,-0.13,1.9,17.2559,,,6.2
Transit,2014,Space,339,15.473,3914,0.54,0.51,,-0.13,1.9,3.543919,0.039,,
Transit,2014,Space,339,15.473,3914,0.54,0.51,,-0.13,1.9,46.827915,0.22,,
Transit,2014,Space,589,14.138,5250,,0.86,4.49,,,8.187399,0.075,,
Transit,2014,Space,589,14.138,5250,,0.86,4.49,,,76.050178,0.332,,
Transit,2014,Space,338,13.562,5098,,0.79,4.56,,,10.381227,0.088,,
Transit,2014,Space,338,13.562,5098,,0.79,4.56,,,24.570858,0.156,,
Transit,2014,Space,810,14.246,5841,,0.88,4.54,,,13.060855,0.108,,
Transit,2014,Space,810,14.246,5841,,0.88,4.54,,,21.853722,0.152,,
Transit,2014,Space,891,15.391,5265,,0.79,4.58,,,16.568087,0.12,,
Transit,2014,Space,891,15.391,5265,,0.79,4.58,,,47.332773,0.242,,
Transit,2014,Space,955,13.038,6158,,1.55,4.15,,,40.806231,0.249,,
Transit,2014,Space,955,13.038,6158,,1.55,4.15,,,140.101261,0.566,,
Transit,2014,Space,1360,15.381,5835,,1.1,4.33,,,6.846262,0.069,,
Transit,2014,Space,1360,15.381,5835,,1.1,4.33,,,17.028937,0.127,,
Transit,2014,Space,1360,15.381,5835,,1.1,4.33,,,43.130617,0.236,,
Transit,2014,Space,1360,15.381,5835,,1.1,4.33,,,67.831024,0.319,,
Transit,2014,Space,1090,15.59,5885,,1.03,4.45,,,6.61833,0.071,,
Transit,2014,Space,1090,15.59,5885,,1.03,4.45,,,107.723601,0.457,,
Transit,2014,Space,281,15.438,4258,,0.56,4.73,,,3.353728,0.037,,
Transit,2014,Space,281,15.438,4258,,0.56,4.73,,,6.87745,0.06,,
Transit,2014,Space,281,15.438,4258,,0.56,4.73,,,28.464515,0.154,,
Transit,2014,Space,818,13.703,6081,,1.27,4.29,,,25.934138,0.18,,
Transit,2014,Space,818,13.703,6081,,1.27,4.29,,,83.446393,0.391,,
Transit,2014,Space,1193,15.808,5847,,0.96,4.5,,,5.326718,0.061,,
Transit,2014,Space,1193,15.808,5847,,0.96,4.5,,,8.127899,0.081,,
Transit,2011,Space,1140,15.855,5400,0.65,0.59,5.4,0.41,0.6,15.3348,0.118,,2895.31
Transit,2011,Space,1140,15.855,5400,0.65,0.59,5.4,0.41,0.6,31.3309,0.191,,4385.87
Transit,2014,Space,1019,13.908,6067,,1.46,4.2,,,11.476094,0.107,,
Transit,2014,Space,1019,13.908,6067,,1.46,4.2,,,25.262887,0.18,,
Transit,2014,Space,418,13.404,5524,,0.88,4.49,,,5.217738,0.056,,
Transit,2014,Space,418,13.404,5524,,0.88,4.49,,,7.410935,0.071,,
Transit,2016,Space,418,13.404,5524,,0.88,4.49,,,5.24972541,,,
Transit,2014,Space,699,14.678,5297,,0.93,4.43,,,2.971353,0.038,,
Transit,2014,Space,699,14.678,5297,,0.93,4.43,,,6.057342,0.061,,
Transit,2014,Space,699,14.678,5297,,0.93,4.43,,,10.937304,0.091,,
Transit,2014,Space,874,14.968,5626,,0.81,4.51,,,2.936532,0.037,,
Transit,2014,Space,874,14.968,5626,,0.81,4.51,,,8.014927,0.073,,
Transit,2014,Space,1172,15.035,6023,,1.01,4.44,,,11.634788,0.101,,
Transit,2014,Space,1172,15.035,6023,,1.01,4.44,,,33.197861,0.204,,
Transit,2014,Space,1818,15.319,6165,,1.38,4.23,,,10.300682,0.098,,
Transit,2014,Space,1818,15.319,6165,,1.38,4.23,,,16.088134,0.132,,
Transit,2014,Space,1818,15.319,6165,,1.38,4.23,,,35.676062,0.224,,
Transit,2014,Space,1326,15.368,6105,,1.05,4.45,,,14.12841,0.119,,
Transit,2013,Space,1326,15.368,6105,,1.05,4.45,,,31.884,,,16.6
Transit,2013,Space,1326,15.368,6105,,1.05,4.45,,,48.648,,,16.3
Transit,2013,Space,859,13.42,5946,,1.65,4.08,,,17.324,,,87.3
Transit,2013,Space,859,13.42,5946,,1.65,4.08,,,33.006,,,64.2
Transit,2014,Space,431,11.584,4991,,2.94,3.62,,,30.160546,0.207,,
Transit,2014,Space,431,11.584,4991,,2.94,3.62,,,51.078775,0.294,,
Transit,2014,Space,1223,13.659,6363,,1.75,4.05,,,12.309681,0.112,,
Transit,2013,Space,1223,13.659,6363,,1.75,4.05,,,35.736,,,49.4
Transit,2013,Space,1223,13.659,6363,,1.75,4.05,,,54.414,,,37.5
Transit,2011,Space,472,15.036,4590,0.75,0.7,4.29,0.34,,5.9123,0.062,,479.9
